#OTUID	taxonomy	Confidence
015f364f150b230450da0a123e7bb8ab	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhizobacter; s__Methylibium_sp.	0.7019268741427304
01672c8398910da0f8c1d065aed12203	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales	0.9375346923437526
017d8e0dec57b416548ff7ad521d5690	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	0.9999406055284861
01815d20c92877b90a65c5b7326980fe	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_Myxococcales	0.9927861586874843
01836b37f8b903254a9e9d0ade51cd19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga	0.9559994604232303
01838ce3eeb33d484a445cbf1e9a4296	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	0.9998907982060432
0184c6cc80104e0695b6224b94864e6c	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter; s__uncultured_bacterium	0.9655662410514116
01924c4587b1de83c7420013e9e55254	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__uncultured	0.9988654209038246
019a3f07017e35486e84e9ab04092994	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured	0.9999419453774323
019ca0ecb1e83525272a6ea53b75e51d	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256	0.9965971866688168
01a7280f2104a19e9f55d6f3ec7b9680	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__AKYG587; s__uncultured_bacterium	0.9004911947198844
01a92f0c9b76f6dc0e0cdcfe87ac7233	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured	0.9299427837666706
01afdfb3b86e3a9716b61199391eeff0	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira	0.9999999994390637
01beb467f9616cea5aed075b8087e49d	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales	0.9998698165511398
01d202eb018829d77e0101e84c264e48	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__uncultured	0.9873857937850506
01d9e2c804beae1cd098f02d5cf2fa26	d__Bacteria; p__Acidobacteriota; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22	0.7145563453107704
01e1e90daaa4d947fcf8c87b19bf9914	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Ellin517; s__uncultured_bacterium	0.9976778673652511
01fa943529ad630d69dfbb2e5767a99d	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41	0.99164737103368
0209379d5f90d415d26722a1c0af2dce	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured	0.9826853000879694
0218be0cf026a3ba13961434d7e6c2ca	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Pajaroellobacter	0.9885673940885953
021fe2023622fb9d64a99a1e89022541	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	0.9999464456281023
0220064477ec1972322696787426d026	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__JG30-KF-CM45; s__metagenome	0.9082092339560607
023fbf25f837712795b13f388cecb89d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavisolibacter	0.8793135458886389
024a0e0348ed9abe9ae1c48b1b7ba09e	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae	0.9999055776143684
025de2b4e488495c07dbed1e615b149b	d__Bacteria; p__Actinobacteriota; c__MB-A2-108; o__MB-A2-108; f__MB-A2-108; g__MB-A2-108; s__uncultured_actinobacterium	0.9955981454910734
0267ba9db97e00ae01fc2cccbb6263e0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria	0.9999980174687596
026ad0ea53fb202ebb770acf65705d6e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__uncultured	0.8349534902680045
02715f61835fceb5c1069241c56cd5c1	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Iamiaceae; g__Iamia	0.9809376323679994
0273707384afdd41e9d022b539094211	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales	0.9999991694497343
02885abbcdcc612eb02c0755e318b1dd	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9997762134493069
028cdf08bc1fe665e2f4db284c661550	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__SC-I-84	0.9970523332014872
0294b697982657f78e0f1fdfa60250b7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.999999999728994
02a7249506cce4d8de62cb42d224894e	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__uncultured	0.9375777706944907
02a88507c6b781fa6ba5f0accd147fd5	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Roseimicrobium	0.9999904974546945
02b86e434b0dd5260a147acf69fec32f	d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Parachlamydiaceae	0.8129619925001625
02bb371787fcdab25021b115fa860b59	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured; s__uncultured_Planctomycetaceae	0.9707730840057266
02be88982ddd8f273fa5c6cd18f3eb22	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_bacterium	0.9820700801176934
02cd53025763c2e7c3c40500563690a6	d__Bacteria; p__Acidobacteriota; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22; s__uncultured_bacterium	0.8571903123501285
02d9900d3c399b37dfcc548192fe4070	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Desulfuromonadia	0.8539961489469201
02e50e767961303272d99b31f457da0a	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae	0.9999518503380589
