Feature ID	Taxon	Consensus
eea6e9baf68ec45434e4e41a62484488	d__Eukaryota; p__Centrohelida; c__Centrohelida; o__Centrohelida	1.0
eef658f5de0f0d6e18cbcc44120ee5c5	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales	0.7
ef9e87f1335a1c29c0712e76f23128ec	d__Eukaryota; p__Mucoromycota; c__Incertae_Sedis; o__Endogonales; f__Endogonaceae; g__Endogone	0.6
effd99dcb6de9a994d833930bdecb8ea	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Hypotrichia; g__Hypotrichia	0.6
f04c6af745495175d255d263e4bb962e	d__Eukaryota; p__Bicosoecida; c__Bicosoecida; o__Bicosoecida; f__Bicosoecida; g__Bicosoeca; s__metagenome	0.6
f0e46b9162cdd2239675ffbbd67f0713	d__Eukaryota; p__Amoebozoa; c__Tubulinea; o__Euamoebida; f__Euamoebida; g__Euamoebida	1.0
f1b1429ef4493e7dd46c2cddf98b5fff	d__Eukaryota; p__Cercozoa; c__Imbricatea; o__Imbricatea; f__Euglyphida	0.9
f2d6fc7d4f443694383cc12a9ca52187	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales	1.0
f5c57428e3709644841f55db2a731b8a	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Lobulomycetales; f__Lobulomycetaceae	0.7142857142857143
f7e3aea3a5b464a0745af25f3ffa2d40	d__Eukaryota; p__Cercozoa; c__Cercomonadidae; o__Cercomonadidae; f__Cercomonadidae	0.75
f87c9c89b6e8732788cdbc156dd7f2e3	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Lobulomycetales; f__Lobulomycetaceae	0.6666666666666666
fa30b84f181bf181a1e13ccba936c859	d__Eukaryota; p__Nematozoa; c__Chromadorea; o__Rhabditida; f__Rhabditida; g__Rhabditida	1.0
fb0a0d5c8754641f5fef22d429799168	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales	1.0
fbd751eaf6d1b24f762226b37e7029c1	d__Eukaryota; p__Zoopagomycota; c__Incertae_Sedis; o__Zoopagales; f__Zoopagales	1.0
fc02afcbcfce78cc9407e1b9b1d8f27d	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricales	0.6
fd6cb150b50f55682feeafefc6289884	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Hypotrichia; g__Hypotrichia	1.0
fdbf48553cfd77d1f03915c0208eb079	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales	0.8
03e96fc1edf81d79c42659b48b5f3729	Unassigned	0.0
105883ece5cae21978718ff5fd71e291	Unassigned	0.0
10ed8769e3eea636a5285c63e6f2b67e	Unassigned	0.0
13ae144999b59c383349d7c44e437cfb	Unassigned	0.0
1e43b354ca6c6a0c544c1ae6cf28a591	Unassigned	0.0
32feebfd811090edd1cbaf1e1297a25a	Unassigned	0.0
34897639337a485366ce9daad736fe78	Unassigned	0.0
55d8da952abdf5490daa7a81568e5f82	Unassigned	0.0
61dc36802aa10952e967a213ba0e7005	Unassigned	0.0
73c92b981759df0702f00abc31bf11da	Unassigned	0.0
769f676d96486e7cb91ddd6ee4fe293e	Unassigned	0.0
82280f47801b7d4f739a87b93425442c	Unassigned	0.0
85467ddd8ed4f778117d5fc3864960d7	Unassigned	0.0
8c2fb23814a93a1507597e56a2dec8a8	Unassigned	0.0
8f3d0ceb1ef142a84b3a2f673c57b8fb	Unassigned	0.0
945f8a2c977074b6441b31c23cb49920	Unassigned	0.0
975b09ac662fd6199438b720fd957e66	Unassigned	0.0
9cc86858b773cd4d6a15952f1557826c	Unassigned	0.0
9fccf87b4adcab3c6f27274a6b04e93c	Unassigned	0.0
a180383e30a7f6338b1a2f8c5f4df173	Unassigned	0.0
a856782fc969db0ca3e51383728c7534	Unassigned	0.0
b71581009f216733084472db684f5694	Unassigned	0.0
b7d8d45ca0af8fa2e846ed095779e2b7	Unassigned	0.0
bc072c50d37a40664a5880081cd3c6ea	Unassigned	0.0
eaf7d30d74e3894628d97994783cc69a	Unassigned	0.0
ec627eabd6de99022bc50600ab6b1cd3	Unassigned	0.0
ef54173274da3f5eda9bef0837d77e47	Unassigned	0.0
f339edc9f0dabfb9d5ee1b9d2a636421	Unassigned	0.0
f61b7368c2b79926a78244416c332ccd	Unassigned	0.0
f8c3c2c1a3f0de79f6c2f6428fb0f1d9	Unassigned	0.0
ff6d87d965402834d758e17ce286a8e8	Unassigned	0.0
